"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"B4GALT1",1.47144920828711e-37,-1.14488682964925,0.434,0.646,4.5551653140944e-33
"MCL1",2.49565530812082e-37,-0.884764554955413,0.375,0.602,7.72580013734963e-33
"COL4A1",2.99034263619888e-37,-1.06286305525751,0.471,0.682,9.25720369888087e-33
"SOX6",3.22893649226957e-37,0.817071609181033,0.527,0.244,9.9958186991189e-33
"SIK2",3.48713035346152e-37,-0.778241027969457,0.656,0.811,1.07951094352108e-32
"NNMT",2.51996785088971e-36,-0.844369032732552,0.418,0.634,7.80106447599928e-32
"SORBS2",6.27387328190105e-36,0.809595154064317,0.326,0.087,1.94220295187811e-31
"NUFIP2",1.23444742034743e-35,-1.01588946173987,0.394,0.602,3.82147887916953e-31
"EIF5",1.28829687062949e-35,-0.924213372561635,0.247,0.474,3.98818062240771e-31
"CAMK1D",1.59509669256895e-35,0.914964104533789,0.476,0.203,4.93794083118571e-31
"RERG",1.78840794599509e-35,0.846123104066407,0.348,0.104,5.536374478417e-31
"MID1",6.50421218331638e-35,-1.09487931874464,0.285,0.511,2.01350896558925e-30
"PDE4D",3.35191261415938e-34,0.612584419360191,0.769,0.517,1.03765158796532e-29
"DAPK1",3.99800434664548e-34,0.808809252004964,0.448,0.199,1.23766220559104e-29
"DDX3Y",6.97793957226462e-34,-0.881975236681025,0.151,0.36,2.16016075338596e-29
"LRMDA",7.79661457403753e-34,-0.764043643377044,0.75,0.831,2.4135979736848e-29
"SEMA3A",5.63051562825565e-33,-0.850648485952975,0.207,0.426,1.7430387230391e-28
"RFX2",4.26596989314173e-32,-1.12711950012076,0.284,0.494,1.32061629981988e-27
"TCF4",4.43548767560383e-32,-0.591478014269896,0.81,0.904,1.37309391973668e-27
"TC2N",5.59408454335871e-32,-0.860124324204257,0.359,0.568,1.73176075208756e-27
"TIPARP",6.18393784612038e-32,-0.972301842537969,0.147,0.347,1.91436163902348e-27
"AC007262.2",1.69023947881158e-31,-0.92326681326744,0.14,0.34,5.23247435455702e-27
"FOXO1",2.24286618202505e-31,-0.727360163580659,0.689,0.815,6.94324083969496e-27
"MT-ATP6",2.54067303553898e-31,0.784953637947897,0.461,0.213,7.865161516118e-27
