"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PREX2",0.813081231933452,-0.340294070935485,0.346,0.627,1
"KIAA1755",0.814799378060104,0.390122584991925,0.351,0.731,1
"AC098829.1",0.818489626687337,0.585087512006796,0.555,0.955,1
"CRISPLD2",0.848805380593434,-0.762860262456666,0.142,0.552,1
"PDE10A",0.871991091268836,0.427893663994,0.592,1,1
"NR4A1",0.876802623237179,0.485445661991821,0.645,0.91,1
"THBS2",0.890097290583475,-0.49757477691648,0.299,0.642,1
"PLXNA4",0.892835765535422,0.437121627320268,0.583,0.821,1
"NFATC2",0.8954389572518,-0.723777841927471,0.19,0.567,1
"CACNA2D3",0.916578211507671,0.348151199779512,0.464,0.806,1
"ST6GALNAC3",0.919631778392252,-0.364591499349857,0.081,0.537,1
"LTBP1",0.93299770347864,0.404227577964081,0.275,0.672,1
"MPPED2",0.958155788200715,-0.407325396163488,0.109,0.537,1
"C6",0.985806568361179,0.557135188241171,0.555,0.881,1
"IGFBP5",0.998582362314796,0.316930505065447,0.564,0.866,1
